what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472072413006
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472072493083
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472072543582
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1472072553418
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1472072567253
started,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1472072575787
started,bundle,org.eclipse.compare,3.5.202.R37x_v20111109-0800,"org.eclipse.compare",1472072576447
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1472072578570
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472072581238
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472072613356
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472072614878
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472072815037
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472072841099
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472073074059
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1472073077015
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472073086657
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472073098789
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472073354394
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472073760389
activated,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1472073762636
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1472073774221
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472073777205
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472073783575
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472073785316
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472073797181
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472073797399
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472073798361
error,log,,,"Core exception while retrieving the content description",1472073799378
error,log,,,"Core exception while retrieving the content description",1472073799424
error,log,,,"Core exception while retrieving the content description",1472073799487
error,log,,,"Core exception while retrieving the content description",1472073799502
error,log,,,"Core exception while retrieving the content description",1472073803434
error,log,,,"Core exception while retrieving the content description",1472073803434
error,log,,,"Core exception while retrieving the content description",1472073803434
error,log,,,"Core exception while retrieving the content description",1472073803434
error,log,,,"Core exception while retrieving the content description",1472073803434
error,log,,,"Core exception while retrieving the content description",1472073803449
error,log,,,"Core exception while retrieving the content description",1472073803449
error,log,,,"Core exception while retrieving the content description",1472073803465
error,log,,,"Core exception while retrieving the content description",1472073803465
error,log,,,"Core exception while retrieving the content description",1472073803465
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472073813922
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472073815420
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1472073815826
error,log,,,"Core exception while retrieving the content description",1472073820539
error,log,,,"Core exception while retrieving the content description",1472073820539
error,log,,,"Core exception while retrieving the content description",1472073820586
error,log,,,"Core exception while retrieving the content description",1472073820586
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1472073820679
error,log,,,"Core exception while retrieving the content description",1472073821059
error,log,,,"Core exception while retrieving the content description",1472073821090
error,log,,,"Core exception while retrieving the content description",1472073821090
error,log,,,"Core exception while retrieving the content description",1472073821090
error,log,,,"Core exception while retrieving the content description",1472073821090
error,log,,,"Core exception while retrieving the content description",1472073821168
error,log,,,"Core exception while retrieving the content description",1472073821183
error,log,,,"Core exception while retrieving the content description",1472073821183
error,log,,,"Core exception while retrieving the content description",1472073821183
error,log,,,"Core exception while retrieving the content description",1472073821183
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472073821870
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472074014455
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1472074016506
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1472074025582
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1472074027542
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1472074033877
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1472074042886
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1472074048361
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472074055347
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1472074055347
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472074062714
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1472074063306
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1472074066743
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472074067835
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472074073961
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1472074074631
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472074075661
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472074088125
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1472074089561
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472074090669
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472074158151
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1472074165537
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472074168377
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472074232423
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472074234565
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472074234596
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1472074234971
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1472074236879
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1472074236879
closed,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1472074238158
closed,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1472074238267
closed,editor,org.eclipse.wst.xml.ui,1.1.202.v201112071516,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1472074238299
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1472074239380
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472074246981
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472074261101
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1472074262037
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1472074262131
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1472074275524
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1472074275763
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1472074275779
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1472074283103
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472074285115
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472074286628
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1472074286675
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1472074287814
