what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1472145386206
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472145387704
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472145389017
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1472145394166
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472145396028
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472145399650
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1472145400118
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472145401618
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472145404772
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1472145405193
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472145407252
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472145410110
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1472145410547
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472145412326
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472145414214
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1472145414668
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472145416182
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472145418269
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1472145418659
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472145420110
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472145422499
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1472145422936
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472145424698
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472145426698
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1472145427182
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472145428869
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472145431616
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1472145432148
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472145434146
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472145440812
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1472145441342
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472145442500
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472145452755
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1472145453446
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472145455427
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472145457473
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1472145458112
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472145460800
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472145462892
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1472145463344
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472145464579
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472145470589
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1472145471072
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472145479865
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472145483501
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1472145484203
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472145485639
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472145488268
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1472145490189
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472145491827
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472145493701
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1472145494126
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472145495921
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472145497655
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1472145498061
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472145499497
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472145501281
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1472145501718
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472145503528
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472145505463
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1472145505933
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472145507446
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472145509196
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1472145509648
