what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1472139890692
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1472139891238
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1472139921892
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1472139940225
error,log,,,"cacheWebservices/WEB-INF/src/com/quest/dao [in mainline_view] does not exist",1472139941474
error,log,,,"cacheWebservices/WEB-INF/src/com/quest/dao [in mainline_view] does not exist",1472139942100
error,log,,,"cacheWebservices/WEB-INF/src/com/quest/dao [in mainline_view] does not exist",1472139944864
error,log,,,"cacheWebservices/WEB-INF/src/com/quest/dao [in mainline_view] does not exist",1472139944880
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1472139944927
error,log,,,"cacheWebservices/WEB-INF/src/com/quest/dao [in mainline_view] does not exist",1472139947269
error,log,,,"cacheWebservices/WEB-INF/src/com/quest/dao [in mainline_view] does not exist",1472139947284
error,log,,,"cacheWebservices/WEB-INF/src/com/quest/dao [in mainline_view] does not exist",1472139947690
error,log,,,"cacheWebservices/WEB-INF/src/com/quest/dao [in mainline_view] does not exist",1472139947690
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1472139953703
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472139954233
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472139972640
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1472139974340
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1472139977226
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1472139982193
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1472139988050
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1472139993220
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1472140000424
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1472140000612
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1472140001470
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1472140007140
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1472140012186
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1472140015577
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1472140019358
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1472140023672
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1472140040891
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1472140052240
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472140053395
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472140058846
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472140086125
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472140094152
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1472140108264
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472140110735
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472140130775
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472140134429
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472140150753
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472140151689
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.findReplace",1472140151704
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472140155979
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1472140157835
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472140159303
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472140192353
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1472140194023
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472140195506
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472140217642
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1472140226560
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472140228074
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472140292729
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472140294276
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472140300725
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1472140307405
