what,kind,bundleId,bundleVersion,description,time
error,log,,,"Core exception while retrieving the content description",1472141127723
error,log,,,"Core exception while retrieving the content description",1472141127723
error,log,,,"Core exception while retrieving the content description",1472141127738
error,log,,,"Core exception while retrieving the content description",1472141127738
error,log,,,"Core exception while retrieving the content description",1472141127738
error,log,,,"Core exception while retrieving the content description",1472141127754
error,log,,,"Core exception while retrieving the content description",1472141127754
error,log,,,"Core exception while retrieving the content description",1472141127754
error,log,,,"Core exception while retrieving the content description",1472141127769
error,log,,,"Core exception while retrieving the content description",1472141127769
error,log,,,"Core exception while retrieving the content description",1472141127769
error,log,,,"Core exception while retrieving the content description",1472141127816
error,log,,,"Core exception while retrieving the content description",1472141127816
error,log,,,"Core exception while retrieving the content description",1472141127941
error,log,,,"Core exception while retrieving the content description",1472141127941
error,log,,,"Core exception while retrieving the content description",1472141127957
error,log,,,"Core exception while retrieving the content description",1472141127957
error,log,,,"Core exception while retrieving the content description",1472141127957
error,log,,,"Core exception while retrieving the content description",1472141127957
error,log,,,"Core exception while retrieving the content description",1472141127972
error,log,,,"Core exception while retrieving the content description",1472141127972
error,log,,,"Core exception while retrieving the content description",1472141127972
error,log,,,"Core exception while retrieving the content description",1472141127972
error,log,,,"Core exception while retrieving the content description",1472141127972
error,log,,,"Core exception while retrieving the content description",1472141127972
error,log,,,"Core exception while retrieving the content description",1472141128019
error,log,,,"Core exception while retrieving the content description",1472141128035
error,log,,,"Core exception while retrieving the content description",1472141128175
error,log,,,"Core exception while retrieving the content description",1472141128175
error,log,,,"Core exception while retrieving the content description",1472141128175
error,log,,,"Core exception while retrieving the content description",1472141128175
error,log,,,"Core exception while retrieving the content description",1472141128175
error,log,,,"Core exception while retrieving the content description",1472141128191
error,log,,,"Core exception while retrieving the content description",1472141128191
error,log,,,"Core exception while retrieving the content description",1472141128191
error,log,,,"Core exception while retrieving the content description",1472141128206
error,log,,,"Core exception while retrieving the content description",1472141128206
error,log,,,"Core exception while retrieving the content description",1472141128206
error,log,,,"Core exception while retrieving the content description",1472141128206
error,log,,,"Core exception while retrieving the content description",1472141128253
error,log,,,"Core exception while retrieving the content description",1472141128253
error,log,,,"Core exception while retrieving the content description",1472141128487
error,log,,,"Core exception while retrieving the content description",1472141128487
error,log,,,"Core exception while retrieving the content description",1472141128487
error,log,,,"Core exception while retrieving the content description",1472141128487
error,log,,,"Core exception while retrieving the content description",1472141128503
error,log,,,"Core exception while retrieving the content description",1472141128503
error,log,,,"Core exception while retrieving the content description",1472141128518
error,log,,,"Core exception while retrieving the content description",1472141128518
error,log,,,"Core exception while retrieving the content description",1472141128518
error,log,,,"Core exception while retrieving the content description",1472141128534
error,log,,,"Core exception while retrieving the content description",1472141128534
error,log,,,"Core exception while retrieving the content description",1472141128534
error,log,,,"Core exception while retrieving the content description",1472141128596
error,log,,,"Core exception while retrieving the content description",1472141128596
error,log,,,"Core exception while retrieving the content description",1472141128627
error,log,,,"Core exception while retrieving the content description",1472141128643
error,log,,,"Core exception while retrieving the content description",1472141128643
error,log,,,"Core exception while retrieving the content description",1472141128643
error,log,,,"Core exception while retrieving the content description",1472141128643
error,log,,,"Core exception while retrieving the content description",1472141128690
error,log,,,"Core exception while retrieving the content description",1472141128705
error,log,,,"Core exception while retrieving the content description",1472141128705
error,log,,,"Core exception while retrieving the content description",1472141128705
error,log,,,"Core exception while retrieving the content description",1472141128705
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472141131956
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1472141141012
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.refresh",1472141144568
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472141144865
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1472141149140
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1472141174237
